,fraction_disordered,has_clash,ipTM,pTM,ranking_confidence,pdockq_AH,pdockq_AL,pdockq_HL,pdockq,pdockq2_AH,pdockq2_AL,pdockq2_HL,pdockq2,LIS_AH,LIS_AL,LIS_HL,avg_LIS,contacts_AH,interface_plddt_AH,interface_pae_AH,contacts_AL,interface_plddt_AL,interface_pae_AL,contacts_HL,interface_plddt_HL,interface_pae_HL,total_contacts,avg_interface_plddt,avg_interface_pae,chain_plddt_A,chain_pae_A,chain_plddt_H,chain_pae_H,chain_plddt_L,chain_pae_L,chain_pair_pae_AH,chain_pair_pae_AL,chain_pair_pae_HL,avg_model_plddt,avg_internal_pae,avg_pair_pae,model_avg_RMSD,query_avg_RMSD,scaled_RMSD_ratio,scaled_model_RMSD,scaled_query_RMSD,iptm_A,iptm_H,iptm_L,ptm_A,ptm_H,ptm_L,chain_pair_iptm_AH,chain_pair_iptm_AL,chain_pair_iptm_HL,chain_pair_pae_min_AH,chain_pair_pae_min_AL,chain_pair_pae_min_HL,del_G_B,plddt_H3,plddt_L3
50,0.04,0.0,0.85,0.72,0.84,0.3295304288622533,0.0295967897708396,0.4566868034625413,0.4810600744500149,0.4597341546081355,0.0978166015931395,0.5167211362431503,0.4620138908181658,0.3047201480512945,0.262721017409896,0.5245208871042408,0.3639873508551438,3751.0,82.02474673420421,6.340909090909091,826.0,77.82240314769976,8.390877192982455,4694.0,88.55498189177673,4.410046511627908,9271.0,82.8007105912269,6.380610931839818,78.05830198429103,14.232937731633934,87.5109846153846,4.32323737171798,88.21914942528736,3.978200063211125,17.443072452411272,18.095001954721543,6.2294841355493205,84.59614534165433,7.511458388854346,13.922519514227377,2.433871369231745,2.2654827091154,0.4642136490850989,0.9242235229924264,0.933674697144594,0.85,0.84,0.82,0.69,0.82,0.81,0.86,0.83,0.81,2.21,2.935,1.505,-5.086917770491539,92.65714285714286,93.965
51,0.02,0.0,0.78,0.65,0.77,0.2255638207616149,0.0308065921856337,0.4398253372450599,0.4658264358822599,0.2711060452709825,0.0926684666005735,0.4773928707742879,0.2913324809823032,0.2547194407312151,0.2091117833190701,0.5208202000084317,0.3282171413529056,3749.0,76.86615630834889,7.509619341563786,848.0,76.51888561320754,8.306315789473684,4623.0,87.46065541855937,4.575401069518717,9220.0,80.28189911337194,6.797112066852063,77.05674245556014,16.09429228166686,86.23236923076922,4.3579901372784215,87.5892643678161,3.9823719974715535,18.61639174584517,19.17457547002168,6.252374271530326,83.62612535138182,8.144884805472278,14.681113829132393,3.8368203612990666,2.2654827091154,0.2585128786420878,0.8307348628573902,0.933674697144594,0.78,0.8,0.79,0.63,0.82,0.81,0.8,0.76,0.81,2.7,3.46,1.52,2.354435175866456,90.46857142857142,93.3425
52,0.04,0.0,0.85,0.73,0.85,0.3125731200902545,0.0300281540815758,0.4775106565572826,0.4874660572014864,0.4628568596154482,0.0692761918129328,0.5205948372695265,0.3692469224775181,0.3100288258182048,0.2680001643699362,0.529636240552565,0.3692217435802353,3713.0,81.72007675733909,7.309259259259259,1011.0,76.99415430267064,9.5678125,4880.0,88.51537909836067,4.770502983802217,9604.0,82.40987005279014,7.215858247687159,78.15082265398924,13.784348777747644,87.69241025641026,4.2915300546448085,88.605,3.9048040455120105,17.113888725634244,17.72827806802431,6.165702568530111,84.81607763679983,7.326894292634821,13.669289787396218,2.245372036587566,2.2654827091154,0.5044581956067666,0.9347705397755752,0.933674697144594,0.85,0.84,0.82,0.71,0.82,0.82,0.87,0.83,0.81,2.16,2.85,1.465,53.79461499643918,92.81857142857145,94.25125
53,0.04,0.0,0.85,0.72,0.85,0.3334531468264344,0.0361111168254209,0.4651687725660343,0.4958962821853693,0.4662907929505877,0.1080752703936855,0.5234110186648303,0.4467026845146889,0.308615614032097,0.2663129656248073,0.5267217892331586,0.3672167896300209,3652.0,82.63947426067908,6.281795634920634,878.0,78.18478359908885,8.097777777777779,4753.0,88.74996738901747,4.6857516339869285,9283.0,83.19140841626181,6.355108348895114,78.04784105002068,14.154420382494614,87.66568205128206,4.307323737171798,88.42370114942528,3.939491150442477,17.351430110686646,17.98348864484487,6.195999712209512,84.71240808357601,7.467078423369631,13.84363948924701,1.816404549758321,2.2654827091154,0.6087015837501849,0.95632885578985,0.933674697144594,0.85,0.84,0.82,0.7,0.82,0.81,0.86,0.83,0.81,2.205,2.89,1.49,5.685735987387233,92.75,94.09375
54,0.02,0.0,0.85,0.73,0.84,0.3417079921352404,0.0325710727208598,0.4740636566381528,0.4987603767925088,0.4745694396408633,0.1206256622108573,0.5137753899356103,0.4608021136057338,0.3088596004224338,0.2667096209948417,0.5262808283178282,0.3672833499117012,3851.0,82.50652557777201,6.373511904761905,830.0,78.56042168674698,7.360504201680673,4772.0,88.7528897736798,4.593022222222222,9453.0,83.27327901273293,6.1090127762216,78.09938404299298,13.85940424075724,87.49548717948718,4.306017592962815,88.27975862068968,3.9404551201011375,17.221368073921703,17.842365213064646,6.209453917548026,84.62487661438995,7.368625651273731,13.757729068178124,1.687250924508557,2.2654827091154,0.6432216463289268,0.9620913928720992,0.933674697144594,0.85,0.84,0.82,0.7,0.82,0.81,0.86,0.83,0.81,2.185,2.86,1.5,-12.839029430336236,92.57142857142856,93.97625
55,0.04,0.0,0.86,0.71,0.85,0.3287241102639736,0.0342987787259629,0.4669905935781776,0.4892530026573897,0.4741626006530596,0.0687334448503567,0.4934895255646391,0.3780434694474097,0.3138788519269941,0.270083357721277,0.5285720759264106,0.3708447618582273,3916.0,81.63753575076608,6.826268373636794,972.0,76.92969650205762,8.746666666666666,4814.0,88.39006231823846,4.417422222222222,9702.0,82.31909819035405,6.663452420841893,77.78659053327821,14.661625343819006,87.30579487179486,4.259349593495935,88.08372413793103,3.9224320480404553,17.496755477193325,18.117445356647828,6.169853946327074,84.39203651433469,7.614468995118465,13.928018260056076,1.9425155824829128,2.2654827091154,0.5763013074929315,0.9503656974479698,0.933674697144594,0.85,0.84,0.82,0.69,0.82,0.81,0.87,0.84,0.81,2.155,2.81,1.505,35.61193892511517,92.45857142857145,93.79375
56,0.04,0.0,0.85,0.73,0.85,0.3453522534285513,0.0397362574256362,0.4623319884330448,0.4986357348039885,0.4836115864125385,0.117394746362256,0.5100297631820467,0.4474453624225629,0.3123118117731999,0.2694371638077453,0.523967595545443,0.3685721903754627,3937.0,82.48325628651257,6.338591269841269,894.0,78.23298657718122,8.33157894736842,4806.0,88.42754889721182,4.603119658119658,9637.0,83.04793058696855,6.424429958443116,78.54282658123192,13.634565335296164,87.51293333333334,4.369932027189125,88.39552873563218,3.966103034134008,17.134162013909297,17.752752958737602,6.259428735880279,84.81709621673248,7.323533465539765,13.715447902842392,1.8287920057347256,2.2654827091154,0.6054591519392529,0.955757613632898,0.933674697144594,0.85,0.84,0.82,0.71,0.82,0.81,0.87,0.84,0.81,2.19,2.85,1.53,30.28403897991683,92.71857142857142,94.0375
57,0.02,0.0,0.86,0.73,0.85,0.3525601564305167,0.036878150070838,0.4721481108699983,0.4952097840093607,0.1166174360568853,0.1210601707304075,0.5181818312367004,0.1400498203838344,0.3239062372693845,0.278288247998052,0.5351402419131819,0.3791115757268727,4761.0,78.26908107540433,8.146666666666667,864.0,78.12978587962964,9.347569444444444,4867.0,88.65497431682762,4.541196581196582,10492.0,81.6846137572872,7.345144230769232,77.86428896238117,13.933116388383125,87.7139282051282,4.240290550446488,88.38785057471263,3.878437104930468,16.990086524961633,17.68426520240253,6.107263112454134,84.655355914074,7.3506146812533615,13.593871613272766,1.6998721936277994,2.2654827091154,0.6397938640560152,0.9615440220286724,0.933674697144594,0.86,0.84,0.83,0.71,0.82,0.82,0.87,0.84,0.81,2.05,2.745,1.455,-4.967269334331604,93.00714285714288,94.0675
58,0.02,0.0,0.84,0.72,0.83,0.2781652312433013,0.0312574127610997,0.4651400622313832,0.4883768630907266,0.4132738771180235,0.0999344812288778,0.4970017996136859,0.3895857676477742,0.2948209343506081,0.253048995090725,0.5221335613016707,0.3566678302476679,3480.0,80.9883764367816,6.694747474747475,772.0,77.25967616580311,7.594957983193277,4764.0,87.67553421494542,4.598841354723708,9016.0,81.97452893917671,6.296182270888153,77.72414737494832,13.949203437544384,86.7945641025641,4.391256830601093,87.81970114942528,3.9844500632111255,17.425174845724364,18.038596509933537,6.277699834520469,84.11280420897923,7.441636777118867,13.913823730059455,1.6179156659565652,2.2654827091154,0.6622413134406945,0.9650362865187768,0.933674697144594,0.83,0.83,0.81,0.7,0.81,0.81,0.85,0.82,0.81,2.325,2.965,1.5,-23.614796324523567,91.74,93.56375
59,0.02,0.0,0.85,0.72,0.83,0.2945230154184757,0.0318859733385029,0.4555833273467322,0.4807738199355331,0.4179173831782575,0.0853654272100608,0.503539246893989,0.424147685607748,0.2932832211878478,0.2532853194422163,0.5222700646090306,0.3562795350796983,3414.0,81.29763327475102,6.506004489337824,778.0,77.46606041131106,7.614285714285714,4677.0,88.15878768441308,4.526409090909091,8869.0,82.30749379015839,6.215566431510876,77.79939954526665,13.956692751714249,87.00179487179487,4.348473943755831,87.85390804597701,3.9615597345132745,17.488724001697847,18.08401677506486,6.250593567882581,84.21836748767952,7.422242143327783,13.941111448215096,2.2008414820293773,2.2654827091154,0.5144699952031581,0.9371712211744176,0.933674697144594,0.84,0.83,0.81,0.7,0.81,0.81,0.86,0.82,0.81,2.3150000000000004,2.97,1.53,16.26188595758495,92.02428571428572,93.62125
